Business License,Business Name,Address,City,State,Zip Code,Location,Last Inspection Date
14FOOD-0045,Central Food Mart,2966 CENTRAL ST,Evanston,IL,60201,"2966 CENTRAL ST
Evanston, IL 60201
(42.064465, -87.717504)",06/22/2017
09FOOD-0243,Northstar Coffee,2201 OAKTON ST,Evanston,IL,60202,"2201 OAKTON ST
Evanston, IL 60202
(42.026506, -87.704953)",06/22/2017
15FOOD-0035,Pita Mediterranean Grill,1926 CENTRAL ST,Evanston,IL,60201,"1926 CENTRAL ST
Evanston, IL 60201
(42.064321, -87.699994)",04/24/2017
14FOOD-0004,Just Turkey,2430 MAIN ST,Evanston,IL,60202,"2430 MAIN ST
Evanston, IL 60202
(42.033664, -87.707558)",06/22/2017
16FOOD-0009,Berry Pike,1100 DAVIS ST,Evanston,IL,60201,"1100 DAVIS ST
Evanston, IL 60201
(42.047086, -87.687257)",06/22/2017
09FOOD-0015,Dar-Us-Sunnah Masjid & Community Center,2045 BROWN AVE,Evanston,IL,60201,"2045 BROWN AVE
Evanston, IL 60201
(42.055088, -87.700416)",06/22/2017
16FOOD-0017,Union Squared Evanston,1307 CHICAGO AVE,Evanston,IL,60201,"1307 CHICAGO AVE
Evanston, IL 60201
(42.041418, -87.680589)",06/22/2017
09FOOD-0323,Chef's Station,915 DAVIS ST,Evanston,IL,60201,"915 DAVIS ST
Evanston, IL 60201
(42.047045, -87.684494)",06/22/2017
11FOOD-0009,Old Town Oil Evanston LLC,1924 CENTRAL ST,Evanston,IL,60201,"1924 CENTRAL ST
Evanston, IL 60201
(42.064321, -87.700006)",06/22/2017
09FOOD-0389,Child Care Center,1840 ASBURY AVE,Evanston,IL,60201,"1840 ASBURY AVE
Evanston, IL 60201
(42.051914, -87.690076)",06/22/2017
10FOOD-0024,Jimmy John's #44,1729 SHERMAN AVE,Evanston,IL,60201,"1729 SHERMAN AVE
Evanston, IL 60201
(42.049558, -87.681792)",06/26/2017
14FOOD-0033,Blaze Pizza,1737 SHERMAN AVE,Evanston,IL,60203,"1737 SHERMAN AVE
Evanston, IL 60203
(42.049517, -87.681794)",06/26/2017
13FOOD-0027,Olive Mediterranean Grill,1726 SHERMAN AVE,Evanston,IL,60201,"1726 SHERMAN AVE
Evanston, IL 60201
(42.049388, -87.6818)",06/26/2017
09FOOD-0032,Subway #46751,1900 DEMPSTER ST C,Evanston,IL,60202,"1900 DEMPSTER ST C
Evanston, IL 60202
(42.041109, -87.70006)",06/26/2017
16FOOD-0041,Pizza Hut #32443,1115 EMERSON ST,Evanston,IL,60201,"1115 EMERSON ST
Evanston, IL 60201
(42.052149, -87.687006)",06/27/2017
16FOOD-0040,Pizza Hut #32451,951 HOWARD ST,Evanston,IL,60202,"951 HOWARD ST
Evanston, IL 60202
(42.019514, -87.685188)",06/27/2017
09FOOD-0296,The Barbereux School,3333 CULVER ST,Evanston,IL,60201,"3333 CULVER ST
Evanston, IL 60201
(42.063587, -87.726812)",06/27/2017
14FOOD-0027,Bake 425,2122 CENTRAL ST,Evanston,IL,60201,"2122 CENTRAL ST
Evanston, IL 60201
(42.064349, -87.703163)",06/28/2017
09FOOD-0095,Great Harvest Bread Co.,2126 CENTRAL ST,Evanston,IL,60201,"2126 CENTRAL ST
Evanston, IL 60201
(42.064349, -87.702842)",06/28/2017
09FOOD-0062,Hartigan's Ice Cream Shoppe,2909 CENTRAL ST,Evanston,IL,60201,"2909 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715068)",06/27/2017
13FOOD-0010,Hewn Bakery LLC,810 DEMPSTER ST,Evanston,IL,60202,"810 DEMPSTER ST
Evanston, IL 60202
(42.041209, -87.68277)",06/28/2017
09FOOD-0406,KinderCare,2014 DEMPSTER ST,Evanston,IL,60202,"2014 DEMPSTER ST
Evanston, IL 60202
(42.041096, -87.701693)",06/28/2017
15FOOD-0015,Epic Burger,1622 SHERMAN AVE,Evanston,IL,60201,"1622 SHERMAN AVE
Evanston, IL 60201
(42.047367, -87.681836)",06/28/2017
09FOOD-0403,Toddler Town Day Care,1501 HOWARD ST,Evanston,IL,60202,"1501 HOWARD ST
Evanston, IL 60202
(42.019483, -87.693455)",06/28/2017
14FOOD-0051,Freshii,1596 SHERMAN AVE,Evanston,IL,60201,"1596 SHERMAN AVE
Evanston, IL 60201
(42.046719, -87.681861)",06/28/2017
10FOOD-0048,Boys Hope,827 GAFFIELD PL,Evanston,IL,60201,"827 GAFFIELD PL
Evanston, IL 60201
(42.056877, -87.683341)",06/29/2017
12FOOD-0054,Walgreens #15364,635 CHICAGO AVE,Evanston,IL,60202,"635 CHICAGO AVE
Evanston, IL 60202
(42.029984, -87.678596)",06/29/2017
09FOOD-0120,J. D. Mills Health Food,"635 CHICAGO AVE, UNIT 4",Evanston,IL,60202,"635 CHICAGO AVE, UNIT 4
Evanston, IL 60202
(42.029984, -87.678596)",06/29/2017
13FOOD-0011,Marshall's #245,2400 MAIN ST,Evanston,IL,60202,"2400 MAIN ST
Evanston, IL 60202
(42.033665, -87.707728)",06/29/2017
09FOOD-0326,CVS/Pharmacy #4778,101 ASBURY AVE,Evanston,IL,60202,"101 ASBURY AVE
Evanston, IL 60202
(42.020055, -87.69019)",06/29/2017
09FOOD-0380,Boys Hope,823 GAFFIELD PL,Evanston,IL,60201,"823 GAFFIELD PL
Evanston, IL 60201
(42.056895, -87.682865)",06/29/2017
09FOOD-0345,Sea Ranch,518 DEMPSTER ST,Evanston,IL,60202,"518 DEMPSTER ST
Evanston, IL 60202
(42.0412, -87.680043)",06/29/2017
14FOOD-0007,Office Max #6212,2255 HOWARD ST,Evanston,IL,60202,"2255 HOWARD ST
Evanston, IL 60202
(42.01922, -87.706199)",06/29/2017
15FOOD-0041,Coffee Lab,910 NOYES ST,Evanston,IL,60201,"910 NOYES ST
Evanston, IL 60201
(42.058448, -87.683724)",06/30/2017
09FOOD-0116,Tag's Bakery,2010 CENTRAL ST,Evanston,IL,60201,"2010 CENTRAL ST
Evanston, IL 60201
(42.06434, -87.701446)",06/30/2017
17FOOD-0022,Kingsley School Site# 11146,2300 GREEN BAY RD,Evanston,IL,60201,"2300 GREEN BAY RD
Evanston, IL 60201
(42.059714, -87.695031)",06/30/2017
14FOOD-0028,Patisserie Coralie,600 DAVIS ST,Evanston,IL,60201,"600 DAVIS ST
Evanston, IL 60201
(42.046265, -87.679972)",06/29/2017
09FOOD-0063,Potbelly Sandwich Works,630 DAVIS ST,Evanston,IL,60201,"630 DAVIS ST
Evanston, IL 60201
(42.046625, -87.681289)",07/05/2017
16FOOD-0031,Gyros Planet,1903 CHURCH ST,Evanston,IL,60201,"1903 CHURCH ST
Evanston, IL 60201
(42.048365, -87.69918)",07/05/2017
09FOOD-0252,Noodles & Company #606,930 CHURCH ST,Evanston,IL,60201,"930 CHURCH ST
Evanston, IL 60201
(42.048466, -87.684267)",07/05/2017
09FOOD-0162,D & D Finer Foods,825 NOYES ST,Evanston,IL,60201,"825 NOYES ST
Evanston, IL 60201
(42.058446, -87.683107)",07/06/2017
09FOOD-0105,Taco Bell Express,1743 SHERMAN AVE,Evanston,IL,60201,"1743 SHERMAN AVE
Evanston, IL 60201
(42.049772, -87.681782)",07/06/2017
13FOOD-0046,Homestead Meats & Deli,1305 CHICAGO AVE,Evanston,IL,60201,"1305 CHICAGO AVE
Evanston, IL 60201
(42.041349, -87.68059)",07/06/2017
16FOOD-0002,Osel Ling Mindrolling International,1818 DEMPSTER ST,Evanston,IL,60202,"1818 DEMPSTER ST
Evanston, IL 60202
(42.041133, -87.698468)",07/06/2017
15FOOD-0020,Peppercorns Kitchen,620 DAVIS ST,Evanston,IL,60201,"620 DAVIS ST
Evanston, IL 60201
(42.046471, -87.680725)",07/06/2017
09FOOD-0233,Pinto Noodles and Rice,1931 CENTRAL ST,Evanston,IL,60201,"1931 CENTRAL ST
Evanston, IL 60201
(42.064325, -87.700324)",07/06/2017
17FOOD-0003,Aloha Poke,630 DAVIS ST,Evanston,IL,60201,"630 DAVIS ST
Evanston, IL 60201
(42.046625, -87.681289)",07/06/2017
10FOOD-0044,Subway #46614,1133 EMERSON ST,Evanston,IL,60201,"1133 EMERSON ST
Evanston, IL 60201
(42.052151, -87.687242)",07/07/2017
09FOOD-0129,The Salvation Army,1403 SHERMAN AVE,Evanston,IL,60201,"1403 SHERMAN AVE
Evanston, IL 60201
(42.042741, -87.681805)",07/07/2017
09FOOD-0139,NorthShore University HealthSystem Child Development Center,1000 CENTRAL ST 100,Evanston,IL,60201,"1000 CENTRAL ST 100
Evanston, IL 60201
(42.064161, -87.68494)",07/07/2017
13FOOD-0064,Boltwood,804 DAVIS ST,Evanston,IL,60201,"804 DAVIS ST
Evanston, IL 60201
(42.046846, -87.682086)",07/07/2017
16FOOD-0007,Margarita European Inn,1566 OAK AVE,Evanston,IL,60201,"1566 OAK AVE
Evanston, IL 60201
(42.046194, -87.686865)",07/07/2017
11FOOD-0025,Gordon Food Service Store,2424 OAKTON ST,Evanston,IL,60202,"2424 OAKTON ST
Evanston, IL 60202
(42.026413, -87.708481)",07/10/2017
09FOOD-0334,That Little Mexican Cafe,1010 CHURCH ST,Evanston,IL,60201,"1010 CHURCH ST
Evanston, IL 60201
(42.048484, -87.685708)",07/10/2017
09FOOD-0077,Buffalo Joe's,812 CLARK ST,Evanston,IL,60201,"812 CLARK ST
Evanston, IL 60201
(42.049914, -87.682627)",07/11/2017
12FOOD-0049,Coast Sushi Central,2545 PRAIRIE AVE,Evanston,IL,60201,"2545 PRAIRIE AVE
Evanston, IL 60201
(42.063659, -87.700406)",07/11/2017
15FOOD-0024,A Step by Step Learning Academy,1909 HOWARD ST,Evanston,IL,60202,"1909 HOWARD ST
Evanston, IL 60202
(42.019347, -87.699942)",07/11/2017
16FOOD-0019,Dave's New Kitchen,815 NOYES ST,Evanston,IL,60201,"815 NOYES ST
Evanston, IL 60201
(42.05844, -87.682542)",07/11/2017
08FOOD-0177,Mandarin House,819 NOYES ST,Evanston,IL,60201,"819 NOYES ST
Evanston, IL 60201
(42.05844, -87.682601)",07/12/2017
09FOOD-0185,Dobson Plaza,120 DODGE AVE,Evanston,IL,60202,"120 DODGE AVE
Evanston, IL 60202
(42.019829, -87.699592)",07/12/2017
12FOOD-0016,Peeled Inc,940 CHURCH ST,Evanston,IL,60201,"940 CHURCH ST
Evanston, IL 60201
(42.048465, -87.684443)",07/12/2017
16FOOD-0023,Boiling Pot,608 DAVIS ST,Evanston,IL,60201,"608 DAVIS ST
Evanston, IL 60201
(42.046296, -87.680087)",07/12/2017
12FOOD-0046,Bonsai Cafe,2916 CENTRAL ST,Evanston,IL,60201,"2916 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715277)",07/13/2017
17FOOD-0020,Mason Park Site# 18796,1634 CHURCH AVE,Evanston,IL,60201,"1634 CHURCH AVE
Evanston, IL 60201
(42.048446, -87.69541)",07/13/2017
17FOOD-0019,Fleetwood Jourdain Community Center Site#18095,1655 FOSTER ST,Evanston,IL,60201,"1655 FOSTER ST
Evanston, IL 60201
(42.053862, -87.695176)",07/13/2017
11FOOD-0001,Soulwich,1634 ORRINGTON AVE,Evanston,IL,60201,"1634 ORRINGTON AVE
Evanston, IL 60201
(42.047241, -87.681291)",07/13/2017
17FOOD-0021,James Park Site# 65742,300 DODGE AVE,Evanston,IL,60202,"300 DODGE AVE
Evanston, IL 60202
(42.023184, -87.699524)",07/13/2017
16FOOD-0039,Jennifer's Edibles Incorporated,1623 SIMPSON ST,Evanston,IL,60201,"1623 SIMPSON ST
Evanston, IL 60201
(42.055702, -87.695163)",07/13/2017
17FOOD-0024,McGaw YMCA Site# 73016,1000 GROVE ST,Evanston,IL,60201,"1000 GROVE ST
Evanston, IL 60201
(42.045582, -87.685892)",07/13/2017
17FOOD-0023,Oakton School Site# 11140,436 RIDGE AVE,Evanston,IL,60202,"436 RIDGE AVE
Evanston, IL 60202
(42.025959, -87.685384)",07/13/2017
17FOOD-0017,Robert Crown Community Center Site# 18094,1701 MAIN ST,Evanston,IL,60202,"1701 MAIN ST
Evanston, IL 60202
(42.033939, -87.696698)",07/13/2017
15FOOD-0045,NaKorn,1622 ORRINGTON AVE,Evanston,IL,60201,"1622 ORRINGTON AVE
Evanston, IL 60201
(42.047047, -87.681377)",07/13/2017
12FOOD-0004,Curt's Cafe,2922 CENTRAL ST,Evanston,IL,60201,"2922 CENTRAL ST
Evanston, IL 60201
(42.06444, -87.715627)",07/14/2017
16FOOD-0033,North Shore Cider,707 HOWARD ST B & C,Evanston,IL,60202,"707 HOWARD ST B &amp; C
Evanston, IL 60202
(42.019475, -87.680817)",05/24/2017
